specimen_code,genus,species,subfamily,split,image_path
casent0101334,Camponotus,Camponotus maculatus,formicinae,train,data/images/Camponotus/casent0101334_p.jpg
casent0101335,Camponotus,Camponotus hovahovoides,formicinae,train,data/images/Camponotus/casent0101335_p.jpg
casent0101336,Camponotus,Camponotus hovahovoides,formicinae,train,data/images/Camponotus/casent0101336_p.jpg
casent0101337,Camponotus,Camponotus hovahovoides,formicinae,train,data/images/Camponotus/casent0101337_p.jpg
casent0101338,Camponotus,Camponotus strangulatus,formicinae,test,data/images/Camponotus/casent0101338_p.jpg
casent0101339,Camponotus,Camponotus strangulatus,formicinae,train,data/images/Camponotus/casent0101339_p.jpg
casent0101342,Camponotus,Camponotus boivini,formicinae,train,data/images/Camponotus/casent0101342_p.jpg
casent0101343,Camponotus,Camponotus boivini,formicinae,train,data/images/Camponotus/casent0101343_p.jpg
casent0101346,Camponotus,Camponotus radamae,formicinae,test,data/images/Camponotus/casent0101346_p.jpg
casent0101347,Camponotus,Camponotus radamae,formicinae,test,data/images/Camponotus/casent0101347_p.jpg
casent0101348,Camponotus,Camponotus boivini,formicinae,train,data/images/Camponotus/casent0101348_p.jpg
casent0101349,Camponotus,Camponotus boivini,formicinae,train,data/images/Camponotus/casent0101349_p.jpg
casent0101350,Camponotus,Camponotus cervicalis,formicinae,train,data/images/Camponotus/casent0101350_p.jpg
casent0101351,Camponotus,Camponotus cervicalis,formicinae,test,data/images/Camponotus/casent0101351_p.jpg
casent0101352,Camponotus,Camponotus maculatus,formicinae,train,data/images/Camponotus/casent0101352_p.jpg
casent0101353,Camponotus,Camponotus maculatus,formicinae,train,data/images/Camponotus/casent0101353_p.jpg
casent0101354,Camponotus,Camponotus maculatus,formicinae,train,data/images/Camponotus/casent0101354_p.jpg
casent0101356,Camponotus,Camponotus maculatus,formicinae,train,data/images/Camponotus/casent0101356_p.jpg
casent0101357,Camponotus,Camponotus concolor,formicinae,train,data/images/Camponotus/casent0101357_p.jpg
casent0101358,Camponotus,Camponotus concolor,formicinae,test,data/images/Camponotus/casent0101358_p.jpg
casent0101359,Camponotus,Camponotus concolor,formicinae,train,data/images/Camponotus/casent0101359_p.jpg
casent0101360,Camponotus,Camponotus nasicus,formicinae,train,data/images/Camponotus/casent0101360_p.jpg
casent0101362,Camponotus,Camponotus radovae,formicinae,train,data/images/Camponotus/casent0101362_p.jpg
casent0101363,Camponotus,Camponotus radovae,formicinae,train,data/images/Camponotus/casent0101363_p.jpg
casent0101364,Camponotus,Camponotus radovae,formicinae,train,data/images/Camponotus/casent0101364_p.jpg
casent0101365,Camponotus,Camponotus imitator,formicinae,train,data/images/Camponotus/casent0101365_p.jpg
casent0101366,Camponotus,Camponotus batesii,formicinae,train,data/images/Camponotus/casent0101366_p.jpg
casent0101367,Camponotus,Camponotus radovae,formicinae,train,data/images/Camponotus/casent0101367_p.jpg
casent0101368,Camponotus,Camponotus grandidieri,formicinae,train,data/images/Camponotus/casent0101368_p.jpg
casent0101369,Camponotus,Camponotus grandidieri,formicinae,train,data/images/Camponotus/casent0101369_p.jpg
casent0101370,Camponotus,Camponotus grandidieri,formicinae,train,data/images/Camponotus/casent0101370_p.jpg
casent0101373,Camponotus,Camponotus nossibeensis,formicinae,train,data/images/Camponotus/casent0101373_p.jpg
casent0101374,Camponotus,Camponotus ursus,formicinae,train,data/images/Camponotus/casent0101374_p.jpg
casent0101375,Camponotus,Camponotus ursus,formicinae,test,data/images/Camponotus/casent0101375_p.jpg
casent0101376,Camponotus,Camponotus voeltzkowii,formicinae,test,data/images/Camponotus/casent0101376_p.jpg
casent0101377,Camponotus,Camponotus voeltzkowii,formicinae,train,data/images/Camponotus/casent0101377_p.jpg
casent0101378,Camponotus,Camponotus darwinii,formicinae,train,data/images/Camponotus/casent0101378_p.jpg
casent0101379,Camponotus,Camponotus echinoploides,formicinae,train,data/images/Camponotus/casent0101379_p.jpg
casent0101380,Camponotus,Camponotus darwinii,formicinae,train,data/images/Camponotus/casent0101380_p.jpg
casent0101381,Camponotus,Camponotus themistocles,formicinae,test,data/images/Camponotus/casent0101381_p.jpg
casent0101382,Camponotus,Camponotus ellioti,formicinae,train,data/images/Camponotus/casent0101382_p.jpg
casent0101383,Camponotus,Camponotus madagascarensis,formicinae,train,data/images/Camponotus/casent0101383_p.jpg
casent0101384,Camponotus,Camponotus edmondi,formicinae,train,data/images/Camponotus/casent0101384_p.jpg
casent0101386,Camponotus,Camponotus darwinii,formicinae,train,data/images/Camponotus/casent0101386_p.jpg
casent0101388,Camponotus,Camponotus ethicus,formicinae,train,data/images/Camponotus/casent0101388_p.jpg
casent0101389,Camponotus,Camponotus ethicus,formicinae,train,data/images/Camponotus/casent0101389_p.jpg
casent0101390,Camponotus,Camponotus robustus,formicinae,test,data/images/Camponotus/casent0101390_p.jpg
casent0101391,Camponotus,Camponotus darwinii,formicinae,train,data/images/Camponotus/casent0101391_p.jpg
casent0101392,Camponotus,Camponotus darwinii,formicinae,train,data/images/Camponotus/casent0101392_p.jpg
casent0101393,Camponotus,Camponotus darwinii,formicinae,test,data/images/Camponotus/casent0101393_p.jpg
casent0101395,Tetraponera,Tetraponera longula,pseudomyrmecinae,train,data/images/Tetraponera/casent0101395_p.jpg
casent0101396,Tetraponera,Tetraponera morondaviensis,pseudomyrmecinae,test,data/images/Tetraponera/casent0101396_p.jpg
casent0101398,Leptogenys,Leptogenys voeltzkowi,ponerinae,train,data/images/Leptogenys/casent0101398_p.jpg
casent0101401,Pachycondyla,Pachycondyla perroti,ponerinae,test,data/images/Pachycondyla/casent0101401_p.jpg
casent0101403,Pachycondyla,Euponera sikorae,ponerinae,train,data/images/Pachycondyla/casent0101403_p.jpg
casent0101404,Bothroponera,Bothroponera cambouei,ponerinae,train,data/images/Bothroponera/casent0101404_p.jpg
casent0101405,Hypoponera,Hypoponera sakalava,ponerinae,test,data/images/Hypoponera/casent0101405_p.jpg
casent0101406,Bothroponera,Bothroponera comorensis,ponerinae,test,data/images/Bothroponera/casent0101406_p.jpg
casent0101407,Bothroponera,Bothroponera comorensis,ponerinae,train,data/images/Bothroponera/casent0101407_p.jpg
casent0101409,Crematogaster,Crematogaster madagascariensis,myrmicinae,train,data/images/Crematogaster/casent0101409_p.jpg
casent0101410,Crematogaster,Crematogaster madagascariensis,myrmicinae,train,data/images/Crematogaster/casent0101410_p.jpg
casent0101413,Camponotus,Camponotus roeseli,formicinae,train,data/images/Camponotus/casent0101413_p.jpg
casent0101416,Nylanderia,Nylanderia madagascarensis,formicinae,test,data/images/Nylanderia/casent0101416_p.jpg
casent0101419,Pheidole,Pheidole longispinosa,myrmicinae,train,data/images/Pheidole/casent0101419_p.jpg
casent0101421,Camponotus,Camponotus maculatus,formicinae,train,data/images/Camponotus/casent0101421_p.jpg
casent0101423,Camponotus,Camponotus dromedarius,formicinae,train,data/images/Camponotus/casent0101423_p.jpg
casent0101424,Camponotus,Camponotus voeltzkowii,formicinae,train,data/images/Camponotus/casent0101424_p.jpg
casent0101425,Camponotus,Camponotus nossibeensis,formicinae,train,data/images/Camponotus/casent0101425_p.jpg
casent0101426,Camponotus,Camponotus maculatus,formicinae,train,data/images/Camponotus/casent0101426_p.jpg
casent0101427,Camponotus,Camponotus maculatus,formicinae,train,data/images/Camponotus/casent0101427_p.jpg
casent0101429,Camponotus,Camponotus maculatus,formicinae,train,data/images/Camponotus/casent0101429_p.jpg
casent0101430,Camponotus,Camponotus nasicus,formicinae,train,data/images/Camponotus/casent0101430_p.jpg
casent0101431,Camponotus,Camponotus nasicus,formicinae,test,data/images/Camponotus/casent0101431_p.jpg
casent0101432,Camponotus,Camponotus maculatus,formicinae,test,data/images/Camponotus/casent0101432_p.jpg
casent0101435,Camponotus,Camponotus christi,formicinae,train,data/images/Camponotus/casent0101435_p.jpg
casent0101436,Camponotus,Camponotus christi,formicinae,train,data/images/Camponotus/casent0101436_p.jpg
casent0101437,Camponotus,Camponotus lubbocki,formicinae,test,data/images/Camponotus/casent0101437_p.jpg
casent0101438,Camponotus,Camponotus lubbocki,formicinae,test,data/images/Camponotus/casent0101438_p.jpg
casent0101439,Camponotus,Camponotus gibber,formicinae,test,data/images/Camponotus/casent0101439_p.jpg
casent0101440,Camponotus,Camponotus gibber,formicinae,train,data/images/Camponotus/casent0101440_p.jpg
casent0101441,Camponotus,Camponotus foersteri,formicinae,train,data/images/Camponotus/casent0101441_p.jpg
casent0101448,Mystrium,Mystrium voeltzkowi,amblyoponinae,train,data/images/Mystrium/casent0101448_p.jpg
casent0101461,Cardiocondyla,Cardiocondyla shuckardi,myrmicinae,train,data/images/Cardiocondyla/casent0101461_p.jpg
casent0101467,Technomyrmex,Technomyrmex vitiensis,dolichoderinae,test,data/images/Technomyrmex/casent0101467_p.jpg
casent0101468,Tapinoma,Tapinoma melanocephalum,dolichoderinae,test,data/images/Tapinoma/casent0101468_p.jpg
casent0101472,Monomorium,Monomorium pharaonis,myrmicinae,test,data/images/Monomorium/casent0101472_p.jpg
casent0101473,Monomorium,Monomorium destructor,myrmicinae,train,data/images/Monomorium/casent0101473_p.jpg
casent0101474,Monomorium,Monomorium destructor,myrmicinae,train,data/images/Monomorium/casent0101474_p.jpg
casent0101475,Crematogaster,Crematogaster schencki,myrmicinae,train,data/images/Crematogaster/casent0101475_p.jpg
casent0101476,Tetramorium,Tetramorium sericeiventre,myrmicinae,train,data/images/Tetramorium/casent0101476_p.jpg
casent0101477,Camponotus,Camponotus edmondi,formicinae,train,data/images/Camponotus/casent0101477_p.jpg
casent0101478,Camponotus,Camponotus edmondi,formicinae,train,data/images/Camponotus/casent0101478_p.jpg
casent0101480,Tetramorium,Tetramorium bicarinatum,myrmicinae,train,data/images/Tetramorium/casent0101480_p.jpg
casent0101481,Camponotus,Camponotus robustus,formicinae,train,data/images/Camponotus/casent0101481_p.jpg
casent0101482,Aphaenogaster,Aphaenogaster swammerdami,myrmicinae,train,data/images/Aphaenogaster/casent0101482_p.jpg
casent0101483,Tetramorium,Tetramorium sericeiventre,myrmicinae,train,data/images/Tetramorium/casent0101483_p.jpg
casent0101484,Tetramorium,Tetramorium bessonii,myrmicinae,train,data/images/Tetramorium/casent0101484_p.jpg
casent0101488,Nylanderia,Nylanderia humbloti,formicinae,train,data/images/Nylanderia/casent0101488_p.jpg
casent0101492,Camponotus,Camponotus hagensii,formicinae,train,data/images/Camponotus/casent0101492_p.jpg
casent0101494,Camponotus,Camponotus hagensii,formicinae,train,data/images/Camponotus/casent0101494_p.jpg
casent0101511,Camponotus,Camponotus mocquerysi,formicinae,test,data/images/Camponotus/casent0101511_p.jpg
casent0101512,Camponotus,Camponotus lubbocki,formicinae,train,data/images/Camponotus/casent0101512_p.jpg
casent0101513,Camponotus,Camponotus gibber,formicinae,test,data/images/Camponotus/casent0101513_p.jpg
casent0101514,Camponotus,Camponotus lubbocki,formicinae,train,data/images/Camponotus/casent0101514_p.jpg
casent0101516,Camponotus,Camponotus lubbocki,formicinae,train,data/images/Camponotus/casent0101516_p.jpg
casent0101517,Camponotus,Camponotus quadrimaculatus,formicinae,train,data/images/Camponotus/casent0101517_p.jpg
casent0101518,Camponotus,Camponotus lubbocki,formicinae,train,data/images/Camponotus/casent0101518_p.jpg
casent0101519,Camponotus,Camponotus quadrimaculatus,formicinae,train,data/images/Camponotus/casent0101519_p.jpg
casent0101520,Camponotus,Camponotus quadrimaculatus,formicinae,train,data/images/Camponotus/casent0101520_p.jpg
casent0101521,Camponotus,Camponotus christi,formicinae,train,data/images/Camponotus/casent0101521_p.jpg
casent0101524,Camponotus,Camponotus quadrimaculatus,formicinae,train,data/images/Camponotus/casent0101524_p.jpg
casent0101525,Camponotus,Camponotus quadrimaculatus,formicinae,train,data/images/Camponotus/casent0101525_p.jpg
casent0101526,Camponotus,Camponotus heteroclitus,formicinae,train,data/images/Camponotus/casent0101526_p.jpg
casent0101527,Camponotus,Camponotus heteroclitus,formicinae,train,data/images/Camponotus/casent0101527_p.jpg
casent0101528,Camponotus,Camponotus gibber,formicinae,train,data/images/Camponotus/casent0101528_p.jpg
casent0101531,Camponotus,Camponotus dromedarius,formicinae,train,data/images/Camponotus/casent0101531_p.jpg
casent0101532,Camponotus,Camponotus dromedarius,formicinae,train,data/images/Camponotus/casent0101532_p.jpg
casent0101533,Camponotus,Camponotus dromedarius,formicinae,train,data/images/Camponotus/casent0101533_p.jpg
casent0101534,Camponotus,Camponotus dromedarius,formicinae,train,data/images/Camponotus/casent0101534_p.jpg
casent0101535,Camponotus,Camponotus foersteri,formicinae,test,data/images/Camponotus/casent0101535_p.jpg
casent0101538,Camponotus,Camponotus dromedarius,formicinae,train,data/images/Camponotus/casent0101538_p.jpg
casent0101539,Camponotus,Camponotus maculiventris,formicinae,train,data/images/Camponotus/casent0101539_p.jpg
casent0101540,Camponotus,Camponotus maculiventris,formicinae,train,data/images/Camponotus/casent0101540_p.jpg
casent0101542,Camponotus,Camponotus christi,formicinae,train,data/images/Camponotus/casent0101542_p.jpg
casent0101543,Camponotus,Camponotus foersteri,formicinae,train,data/images/Camponotus/casent0101543_p.jpg
casent0101544,Camponotus,Camponotus christi,formicinae,train,data/images/Camponotus/casent0101544_p.jpg
casent0101545,Camponotus,Camponotus foersteri,formicinae,test,data/images/Camponotus/casent0101545_p.jpg
casent0101551,Camponotus,Camponotus cervicalis,formicinae,train,data/images/Camponotus/casent0101551_p.jpg
casent0101552,Camponotus,Camponotus cervicalis,formicinae,train,data/images/Camponotus/casent0101552_p.jpg
casent0101553,Bothroponera,Bothroponera comorensis,ponerinae,test,data/images/Bothroponera/casent0101553_p.jpg
casent0101554,Pheidole,Pheidole spinosa,myrmicinae,train,data/images/Pheidole/casent0101554_p.jpg
casent0101556,Tetramorium,Tetramorium obiwan,myrmicinae,train,data/images/Tetramorium/casent0101556_p.jpg
casent0101557,Crematogaster,Crematogaster kelleri,myrmicinae,train,data/images/Crematogaster/casent0101557_p.jpg
casent0101558,Crematogaster,Crematogaster grevei,myrmicinae,train,data/images/Crematogaster/casent0101558_p.jpg
casent0101559,Cataulacus,Cataulacus ebrardi,myrmicinae,test,data/images/Cataulacus/casent0101559_p.jpg
casent0101560,Pheidole,Pheidole spinosa,myrmicinae,train,data/images/Pheidole/casent0101560_p.jpg
casent0101562,Crematogaster,Crematogaster ranavalonae,myrmicinae,train,data/images/Crematogaster/casent0101562_p.jpg
casent0101564,Pheidole,Pheidole indica,myrmicinae,train,data/images/Pheidole/casent0101564_p.jpg
casent0101567,Pheidole,Pheidole veteratrix,myrmicinae,train,data/images/Pheidole/casent0101567_p.jpg
casent0101570,Pheidole,Pheidole spinosa,myrmicinae,train,data/images/Pheidole/casent0101570_p.jpg
casent0101572,Crematogaster,Crematogaster grevei,myrmicinae,test,data/images/Crematogaster/casent0101572_p.jpg
casent0101574,Anochetus,Anochetus madagascarensis,ponerinae,train,data/images/Anochetus/casent0101574_p.jpg
casent0101575,Tetraponera,Tetraponera hysterica,pseudomyrmecinae,train,data/images/Tetraponera/casent0101575_p.jpg
casent0101579,Anochetus,Anochetus madagascarensis,ponerinae,train,data/images/Anochetus/casent0101579_p.jpg
casent0101580,Pheidole,Pheidole spinosa,myrmicinae,train,data/images/Pheidole/casent0101580_p.jpg
casent0101583,Cataulacus,Cataulacus ebrardi,myrmicinae,test,data/images/Cataulacus/casent0101583_p.jpg
casent0101584,Pheidole,Pheidole nemoralis,myrmicinae,train,data/images/Pheidole/casent0101584_p.jpg
casent0101585,Crematogaster,Crematogaster lobata,myrmicinae,test,data/images/Crematogaster/casent0101585_p.jpg
casent0101587,Anochetus,Anochetus madagascarensis,ponerinae,test,data/images/Anochetus/casent0101587_p.jpg
casent0101589,Leptogenys,Leptogenys grandidieri,ponerinae,train,data/images/Leptogenys/casent0101589_p.jpg
casent0101594,Pheidole,Pheidole veteratrix,myrmicinae,train,data/images/Pheidole/casent0101594_p.jpg
casent0101597,Crematogaster,Crematogaster degeeri,myrmicinae,train,data/images/Crematogaster/casent0101597_p.jpg
casent0101598,Pheidole,Pheidole longispinosa,myrmicinae,train,data/images/Pheidole/casent0101598_p.jpg
casent0101599,Crematogaster,Crematogaster sewellii,myrmicinae,test,data/images/Crematogaster/casent0101599_p.jpg
casent0101602,Camponotus,Camponotus roeseli,formicinae,train,data/images/Camponotus/casent0101602_p.jpg
casent0101608,Cataulacus,Cataulacus intrudens,myrmicinae,train,data/images/Cataulacus/casent0101608_p.jpg
casent0101609,Anochetus,Anochetus madagascarensis,ponerinae,train,data/images/Anochetus/casent0101609_p.jpg
casent0101613,Crematogaster,Crematogaster rasoherinae,myrmicinae,test,data/images/Crematogaster/casent0101613_p.jpg
casent0101616,Nesomyrmex,Nesomyrmex retusispinosus,myrmicinae,test,data/images/Nesomyrmex/casent0101616_p.jpg
casent0101618,Terataner,Terataner rufipes,myrmicinae,train,data/images/Terataner/casent0101618_p.jpg
casent0101624,Pheidole,Pheidole lucida,myrmicinae,train,data/images/Pheidole/casent0101624_p.jpg
casent0101626,Leptogenys,Leptogenys truncatirostris,ponerinae,train,data/images/Leptogenys/casent0101626_p.jpg
casent0101628,Pheidole,Pheidole litigiosa,myrmicinae,train,data/images/Pheidole/casent0101628_p.jpg
casent0101630,Pheidole,Pheidole veteratrix,myrmicinae,train,data/images/Pheidole/casent0101630_p.jpg
casent0101631,Crematogaster,Crematogaster ensifera,myrmicinae,train,data/images/Crematogaster/casent0101631_p.jpg
casent0101632,Crematogaster,Crematogaster sewellii,myrmicinae,test,data/images/Crematogaster/casent0101632_p.jpg
casent0101634,Meranoplus,Meranoplus radamae,myrmicinae,train,data/images/Meranoplus/casent0101634_p.jpg
casent0101635,Tetraponera,Tetraponera hysterica,pseudomyrmecinae,train,data/images/Tetraponera/casent0101635_p.jpg
casent0101636,Technomyrmex,Technomyrmex madecassus,dolichoderinae,train,data/images/Technomyrmex/casent0101636_p.jpg
casent0101638,Pheidole,Pheidole litigiosa,myrmicinae,test,data/images/Pheidole/casent0101638_p.jpg
casent0101639,Crematogaster,Crematogaster ranavalonae,myrmicinae,train,data/images/Crematogaster/casent0101639_p.jpg
casent0101640,Pheidole,Pheidole oswaldi,myrmicinae,train,data/images/Pheidole/casent0101640_p.jpg
casent0101641,Meranoplus,Meranoplus radamae,myrmicinae,test,data/images/Meranoplus/casent0101641_p.jpg
casent0101644,Camponotus,Camponotus dufouri,formicinae,train,data/images/Camponotus/casent0101644_p.jpg
casent0101650,Pheidole,Pheidole ensifera,myrmicinae,train,data/images/Pheidole/casent0101650_p.jpg
casent0101651,Anochetus,Anochetus madagascarensis,ponerinae,train,data/images/Anochetus/casent0101651_p.jpg
casent0101652,Tetraponera,Tetraponera grandidieri,pseudomyrmecinae,test,data/images/Tetraponera/casent0101652_p.jpg
casent0101655,Crematogaster,Crematogaster hova,myrmicinae,test,data/images/Crematogaster/casent0101655_p.jpg
casent0101659,Crematogaster,Crematogaster hova,myrmicinae,train,data/images/Crematogaster/casent0101659_p.jpg
casent0101661,Pheidole,Pheidole veteratrix,myrmicinae,train,data/images/Pheidole/casent0101661_p.jpg
casent0101663,Anochetus,Anochetus madagascarensis,ponerinae,train,data/images/Anochetus/casent0101663_p.jpg
casent0101667,Nesomyrmex,Nesomyrmex madecassus,myrmicinae,train,data/images/Nesomyrmex/casent0101667_p.jpg
casent0101668,Pheidole,Pheidole sikorae,myrmicinae,train,data/images/Pheidole/casent0101668_p.jpg
casent0101669,Camponotus,Camponotus dufouri,formicinae,train,data/images/Camponotus/casent0101669_p.jpg
casent0101670,Mystrium,Mystrium rogeri,amblyoponinae,train,data/images/Mystrium/casent0101670_p.jpg
casent0101674,Anochetus,Anochetus madagascarensis,ponerinae,test,data/images/Anochetus/casent0101674_p.jpg
casent0101678,Cardiocondyla,Cardiocondyla shuckardi,myrmicinae,test,data/images/Cardiocondyla/casent0101678_p.jpg
casent0101682,Pheidole,Pheidole longispinosa,myrmicinae,train,data/images/Pheidole/casent0101682_p.jpg
casent0101683,Crematogaster,Crematogaster dentata,myrmicinae,train,data/images/Crematogaster/casent0101683_p.jpg
casent0101687,Nesomyrmex,Nesomyrmex madecassus,myrmicinae,train,data/images/Nesomyrmex/casent0101687_p.jpg
casent0101688,Pheidole,Pheidole annemariae,myrmicinae,test,data/images/Pheidole/casent0101688_p.jpg
casent0101690,Crematogaster,Crematogaster degeeri,myrmicinae,train,data/images/Crematogaster/casent0101690_p.jpg
casent0101692,Pheidole,Pheidole sikorae,myrmicinae,test,data/images/Pheidole/casent0101692_p.jpg
casent0101693,Tetramorium,Tetramorium severini,myrmicinae,test,data/images/Tetramorium/casent0101693_p.jpg
casent0101695,Pheidole,Pheidole scabrata,myrmicinae,train,data/images/Pheidole/casent0101695_p.jpg
casent0101696,Terataner,Terataner alluaudi,myrmicinae,train,data/images/Terataner/casent0101696_p.jpg
casent0101697,Tetramorium,Tetramorium schaufussii,myrmicinae,train,data/images/Tetramorium/casent0101697_p.jpg
casent0101703,Terataner,Terataner foreli,myrmicinae,train,data/images/Terataner/casent0101703_p.jpg
casent0101704,Camponotus,Camponotus cervicalis,formicinae,train,data/images/Camponotus/casent0101704_p.jpg
casent0101705,Technomyrmex,Technomyrmex madecassus,dolichoderinae,test,data/images/Technomyrmex/casent0101705_p.jpg
casent0101707,Pheidole,Pheidole madecassa,myrmicinae,train,data/images/Pheidole/casent0101707_p.jpg
casent0101710,Mystrium,Mystrium voeltzkowi,amblyoponinae,train,data/images/Mystrium/casent0101710_p.jpg
casent0101711,Lioponera,,dorylinae,test,data/images/Lioponera/casent0101711_p.jpg
casent0101712,Anochetus,Anochetus madagascarensis,ponerinae,train,data/images/Anochetus/casent0101712_p.jpg
casent0101713,Tetraponera,Tetraponera rakotonis,pseudomyrmecinae,test,data/images/Tetraponera/casent0101713_p.jpg
casent0101714,Leptogenys,Leptogenys truncatirostris,ponerinae,train,data/images/Leptogenys/casent0101714_p.jpg
casent0101715,Tetraponera,Tetraponera morondaviensis,pseudomyrmecinae,train,data/images/Tetraponera/casent0101715_p.jpg
casent0101716,Pheidole,Pheidole decollata,myrmicinae,test,data/images/Pheidole/casent0101716_p.jpg
casent0101718,Platythyrea,Platythyrea arthuri,ponerinae,train,data/images/Platythyrea/casent0101718_p.jpg
casent0101720,Pheidole,Pheidole decollata,myrmicinae,train,data/images/Pheidole/casent0101720_p.jpg
casent0101721,Tetramorium,Tetramorium delagoense,myrmicinae,train,data/images/Tetramorium/casent0101721_p.jpg
casent0101722,Platythyrea,Platythyrea mocquerysi,ponerinae,test,data/images/Platythyrea/casent0101722_p.jpg
casent0101723,Leptogenys,,ponerinae,train,data/images/Leptogenys/casent0101723_p.jpg
casent0101724,Pheidole,Pheidole oswaldi,myrmicinae,train,data/images/Pheidole/casent0101724_p.jpg
casent0101727,Leptogenys,Leptogenys truncatirostris,ponerinae,train,data/images/Leptogenys/casent0101727_p.jpg
casent0101729,Anochetus,Anochetus madagascarensis,ponerinae,train,data/images/Anochetus/casent0101729_p.jpg
casent0101731,Crematogaster,Crematogaster agnetis,myrmicinae,train,data/images/Crematogaster/casent0101731_p.jpg
casent0101733,Lioponera,,dorylinae,train,data/images/Lioponera/casent0101733_p.jpg
casent0101735,Crematogaster,Crematogaster kelleri,myrmicinae,train,data/images/Crematogaster/casent0101735_p.jpg
casent0101738,Tetraponera,Tetraponera exasciata,pseudomyrmecinae,train,data/images/Tetraponera/casent0101738_p.jpg
casent0101740,Tetraponera,Tetraponera grandidieri,pseudomyrmecinae,train,data/images/Tetraponera/casent0101740_p.jpg
casent0101742,Crematogaster,Crematogaster ranavalonae,myrmicinae,train,data/images/Crematogaster/casent0101742_p.jpg
casent0101744,Tetramorium,Tetramorium orientale,myrmicinae,train,data/images/Tetramorium/casent0101744_p.jpg
casent0101745,Pheidole,Pheidole indica,myrmicinae,test,data/images/Pheidole/casent0101745_p.jpg
casent0101747,Camponotus,Camponotus strangulatus,formicinae,test,data/images/Camponotus/casent0101747_p.jpg
casent0101748,Crematogaster,Crematogaster schencki,myrmicinae,test,data/images/Crematogaster/casent0101748_p.jpg
casent0101749,Nylanderia,Nylanderia amblyops,formicinae,train,data/images/Nylanderia/casent0101749_p.jpg
casent0101750,Crematogaster,Crematogaster rasoherinae,myrmicinae,train,data/images/Crematogaster/casent0101750_p.jpg
casent0101755,Pheidole,Pheidole spinosa,myrmicinae,train,data/images/Pheidole/casent0101755_p.jpg
casent0101756,Anochetus,Anochetus madagascarensis,ponerinae,train,data/images/Anochetus/casent0101756_p.jpg
casent0101761,Crematogaster,Crematogaster hova,myrmicinae,train,data/images/Crematogaster/casent0101761_p.jpg
casent0101762,Crematogaster,Crematogaster ranavalonae,myrmicinae,train,data/images/Crematogaster/casent0101762_p.jpg
casent0101766,Platythyrea,Platythyrea bicuspis,ponerinae,train,data/images/Platythyrea/casent0101766_p.jpg
casent0101767,Pheidole,Pheidole spinosa,myrmicinae,train,data/images/Pheidole/casent0101767_p.jpg
casent0101769,Crematogaster,Crematogaster kelleri,myrmicinae,train,data/images/Crematogaster/casent0101769_p.jpg
casent0101770,Bothroponera,Bothroponera cambouei,ponerinae,train,data/images/Bothroponera/casent0101770_p.jpg
casent0101771,Crematogaster,Crematogaster ranavalonae,myrmicinae,train,data/images/Crematogaster/casent0101771_p.jpg
casent0101772,Cataulacus,Cataulacus porcatus,myrmicinae,test,data/images/Cataulacus/casent0101772_p.jpg
casent0101773,Crematogaster,Crematogaster lobata,myrmicinae,test,data/images/Crematogaster/casent0101773_p.jpg
casent0101777,Camponotus,Camponotus becki,formicinae,train,data/images/Camponotus/casent0101777_p.jpg
casent0101779,Camponotus,Camponotus cervicalis,formicinae,test,data/images/Camponotus/casent0101779_p.jpg
casent0101780,Pheidole,Pheidole ensifera,myrmicinae,train,data/images/Pheidole/casent0101780_p.jpg
casent0101781,Nylanderia,Nylanderia madagascarensis,formicinae,train,data/images/Nylanderia/casent0101781_p.jpg
casent0101786,Crematogaster,Crematogaster schencki,myrmicinae,train,data/images/Crematogaster/casent0101786_p.jpg
casent0101787,Hypoponera,Hypoponera indigens,ponerinae,test,data/images/Hypoponera/casent0101787_p.jpg
casent0101788,Camponotus,Camponotus roeseli,formicinae,train,data/images/Camponotus/casent0101788_p.jpg
casent0101789,Tetraponera,Tetraponera rakotonis,pseudomyrmecinae,train,data/images/Tetraponera/casent0101789_p.jpg
casent0101790,Crematogaster,Crematogaster ensifera,myrmicinae,test,data/images/Crematogaster/casent0101790_p.jpg
casent0101791,Technomyrmex,Technomyrmex difficilis,dolichoderinae,train,data/images/Technomyrmex/casent0101791_p.jpg
casent0101792,Hypoponera,Hypoponera indigens,ponerinae,train,data/images/Hypoponera/casent0101792_p.jpg
casent0101795,Leptogenys,,ponerinae,train,data/images/Leptogenys/casent0101795_p.jpg
casent0101798,Leptogenys,Leptogenys angusta,ponerinae,train,data/images/Leptogenys/casent0101798_p.jpg
casent0101802,Crematogaster,Crematogaster marthae,myrmicinae,test,data/images/Crematogaster/casent0101802_p.jpg
casent0101804,Crematogaster,Crematogaster hova,myrmicinae,train,data/images/Crematogaster/casent0101804_p.jpg
casent0101805,Leptogenys,Leptogenys saussurei,ponerinae,test,data/images/Leptogenys/casent0101805_p.jpg
casent0101806,Platythyrea,Platythyrea mocquerysi,ponerinae,test,data/images/Platythyrea/casent0101806_p.jpg
casent0101812,Camponotus,Camponotus dufouri,formicinae,train,data/images/Camponotus/casent0101812_p.jpg
casent0101814,Tetramorium,Tetramorium steinheili,myrmicinae,train,data/images/Tetramorium/casent0101814_p.jpg
casent0101819,Anochetus,Anochetus grandidieri,ponerinae,test,data/images/Anochetus/casent0101819_p.jpg
casent0101821,Tetramorium,Tetramorium andrei,myrmicinae,train,data/images/Tetramorium/casent0101821_p.jpg
